Contract ID,Country,Supplier,Contract Value (USD),Bidders Count,Award Date,Contract Duration (Months),Risk Score
c01ba41f,South Africa,Garcia PLC,30345050.24,2,2021-06-28,36,High
1d1e70cc,Morocco,Evans and Sons,42754832.44,3,2022-07-27,6,High
d509bf39,Uganda,King Group,2998102.05,10,2022-04-27,12,Low
f6ad9f73,Kenya,"Patton, Simon and Jackson",6725144.96,5,2024-11-17,3,Medium
385a25b7,Ethiopia,"Villanueva, Robinson and Gibson",36612447.06,10,2023-08-06,36,High
26ec7e08,Egypt,Mercer Ltd,28729284.76,1,2021-12-25,3,High
a0bdd7c1,Kenya,"Hatfield, Watson and Campbell",26353482.14,2,2023-09-08,3,High
4f4e5408,Senegal,White-Long,15578516.77,1,2022-07-25,6,High
4ad97962,Morocco,Cole PLC,2921135.83,10,2024-03-17,36,Low
f3448c47,South Africa,Moore and Sons,42431193.53,10,2020-08-10,3,High
a9d21cc5,Nigeria,"Munoz, Zuniga and Gonzalez",30478752.29,2,2024-06-04,24,High
0d0e3b7b,Kenya,"Garcia, Mccoy and Williams",31423067.74,5,2024-04-18,3,High
fc81e501,Kenya,"Woods, Mcfarland and Price",22035711.97,3,2020-07-01,24,High
67cf6fc1,Egypt,Dillon Group,25739333.68,10,2024-04-25,6,High
2e27294d,Ethiopia,"Green, Hicks and Buck",45976856.77,3,2022-07-09,12,High
6970cd08,Senegal,Reid-Harvey,2110255.95,1,2024-02-21,36,High
09621dc5,Ethiopia,"Conner, Mcgee and White",46322213.97,1,2023-05-09,3,High
ee6742bf,Ghana,Byrd-Durham,18545242.94,2,2025-01-08,24,High
5aa254b8,Senegal,Quinn Inc,35227667.94,2,2021-02-17,3,High
bbeca4c4,Tanzania,"Wade, Cabrera and Guerrero",48762794.54,1,2023-03-18,24,High
174fdd98,Kenya,Bush-Crawford,48091866.39,1,2022-11-04,6,High
2ea2046c,South Africa,"Berg, Brown and Parker",4703122.53,1,2021-12-18,36,High
1ee84a39,Zambia,Barnes Group,1091694.27,2,2023-05-15,6,Low
e1da2885,Uganda,Kent-Page,14430099.21,3,2021-09-04,12,High
317f80ed,Senegal,"Frazier, Dickson and Shelton",6458031.66,1,2022-03-02,36,High
5cc8d2db,Kenya,Becker PLC,21457672.48,1,2021-11-27,6,High
b731f108,Rwanda,Sims Group,18809379.82,10,2024-12-17,12,High
159da158,Ghana,Goodman and Sons,24376856.68,2,2022-10-08,36,High
c9fcb963,Senegal,Anderson-Benitez,49141263.17,1,2021-07-26,12,High
f77dd712,Rwanda,Reeves Group,41766061.03,1,2021-12-15,12,High
1b491784,Senegal,"Smith, Day and Jennings",12380439.4,3,2020-08-11,6,High
961699f4,Senegal,Taylor PLC,13855055.05,10,2022-07-12,12,High
2112f99e,Egypt,Griffith-Williams,48681139.93,10,2025-02-06,3,High
d108f35f,Tanzania,"Cuevas, Vaughn and Black",23567155.64,5,2023-03-15,3,High
b7a07ea9,Morocco,Thomas-Lucero,3119190.67,3,2020-11-18,24,Low
1bc8d5eb,Ethiopia,"Luna, Boyle and Woods",30087055.09,1,2020-03-24,3,High
126df477,Rwanda,Walker-Ross,37034037.71,2,2021-03-12,6,High
a5a39c95,Kenya,Silva and Sons,18481746.59,5,2020-08-19,6,High
90928ce7,Ethiopia,Wolfe-King,13414459.76,2,2023-03-11,36,High
e93198d8,Tanzania,Diaz Group,16511939.06,3,2020-11-16,3,High
ee8d81da,South Africa,Munoz-Grimes,3759004.08,1,2021-02-20,24,High
1c2c85a0,South Africa,"Crawford, Fisher and Wilson",24532812.36,1,2021-04-04,24,High
da016e48,Tanzania,Morgan Ltd,43704552.88,10,2023-01-29,24,High
d8ab4e15,Kenya,Lynch and Sons,290142.2,10,2021-11-02,36,Low
d18a2166,Nigeria,"Ferrell, Anderson and Clayton",12158485.48,5,2024-08-06,6,High
98baebfe,South Africa,"Ortiz, Oliver and Lowe",49483194.12,2,2023-10-04,12,High
70f43356,Egypt,Brown-Wall,48855944.29,10,2021-05-20,3,High
f447b2e2,Egypt,Wang LLC,32274168.46,1,2024-06-13,6,High
553afbb5,Tanzania,Huffman-Moody,28411707.38,3,2021-04-28,24,High
aeb2dfc7,Uganda,Lewis Group,26859192.36,1,2020-04-28,6,High
37ae31b1,Zambia,Woods LLC,1458171.43,10,2022-08-29,12,Low
b1b37a72,Senegal,"Gordon, Cannon and Ryan",44278930.96,5,2024-04-07,24,High
5501326e,Morocco,"Watson, Martin and Palmer",26576918.96,2,2023-05-27,12,High
474d0927,Rwanda,"Carlson, Tucker and Thomas",18651966.29,2,2024-02-27,6,High
4dbfd72e,Ghana,Cruz and Sons,44478929.65,5,2024-08-23,6,High
288a1a1f,Egypt,"Lee, Hernandez and Riggs",10423846.38,1,2021-07-13,24,High
548ecf49,Egypt,Ryan-Smith,25102318.69,3,2022-12-08,24,High
a7917f47,Ethiopia,Yu-Brown,8935366.86,5,2020-08-06,24,Low
2b35fbc7,Uganda,Davis Ltd,31348049.36,3,2024-07-11,3,High
758ab5e0,Uganda,Hubbard LLC,863076.8,3,2024-06-15,6,Low
33b52168,Egypt,Williams and Sons,40746654.38,1,2021-01-25,6,High
6f8f2a3b,Ghana,Adkins-Sharp,5080900.24,5,2023-12-17,36,Low
02bc502c,South Africa,"Jones, Harris and Horton",33091723.89,2,2021-04-01,36,High
6bb57a2e,Ghana,Blanchard Group,1098000.18,2,2024-11-02,3,Low
e2969957,Ghana,Dorsey-Santos,34918219.87,3,2022-10-24,36,High
50c17d25,Rwanda,Townsend Inc,18317417.61,5,2022-06-28,12,High
7dffa3e3,Egypt,Johnson Group,3516058.86,3,2023-08-31,36,Low
83ba630f,Ghana,"Gould, Weeks and Doyle",15033446.93,2,2023-12-21,12,High
b1ec4013,Uganda,"Grant, Ferguson and Moss",19749691.86,2,2022-12-12,24,High
1bb329ed,Uganda,Graves-Rodriguez,28038772.27,10,2022-02-04,12,High
4e04dca8,Rwanda,Lopez PLC,29285478.48,2,2022-12-10,12,High
a18be686,Egypt,Vasquez-Tucker,2455796.75,10,2021-06-04,3,Low
17d2eea8,Uganda,Hamilton Inc,19966666.0,1,2022-02-08,36,High
67868ed8,Zambia,Smith and Sons,18635892.83,1,2025-02-06,3,High
08c6720d,Senegal,Alvarez-Lewis,24801213.6,2,2022-06-04,36,High
a3722331,Zambia,"Wright, Kim and Anderson",25843895.85,1,2020-03-21,24,High
818ae142,Uganda,"Williams, Powell and Richmond",11455413.55,2,2022-04-21,24,High
de684bb4,Tanzania,"Brown, Rodriguez and Smith",24331413.04,1,2022-08-22,12,High
a32f1c37,Morocco,Willis-Kramer,8874624.96,10,2024-10-21,3,Medium
da1d7fd5,Uganda,"Robinson, Jackson and Crawford",23334818.96,1,2024-02-05,24,High
a512243f,Nigeria,Glenn LLC,32520286.16,3,2022-03-29,36,High
7b619069,Nigeria,"Simon, Moore and Anderson",6370381.26,10,2020-07-27,24,Low
a17b994f,Uganda,Flores-Kelly,17348316.82,10,2024-02-08,36,High
7bd6f5aa,South Africa,Obrien and Sons,43011805.32,3,2023-01-29,12,High
1f3ebba9,Ethiopia,"Jackson, Neal and Shelton",6201491.32,10,2021-01-26,3,Medium
e74b21db,Tanzania,Dixon PLC,38893851.21,1,2020-12-19,12,High
f2b9dea7,South Africa,Hall-Johnson,45902324.83,1,2020-11-29,36,High
1622f771,Uganda,Young Group,3825535.01,3,2021-05-03,36,Low
ac5d7b3e,Zambia,"Gutierrez, Petty and Lewis",8920127.03,5,2021-07-09,24,Low
8e07d105,Morocco,Whitney LLC,28527419.52,3,2023-09-25,6,High
fda805c0,Kenya,Gallegos and Sons,19428380.92,2,2024-12-29,3,High
07c2fb38,Nigeria,Mays-Martinez,23255220.15,5,2023-07-14,6,High
79bb7487,Kenya,Kim LLC,9257667.57,10,2025-03-07,36,Low
8c618b3f,Morocco,Boone-Cherry,49049952.11,5,2023-08-11,3,High
60ece5a9,Ghana,Avery PLC,27995075.3,2,2023-03-25,36,High
a7cb2104,Zambia,Jefferson and Sons,49410938.13,3,2020-12-17,6,High
4c4dc109,Tanzania,Garcia-Boyd,36158947.65,3,2022-12-01,3,High
767915b0,Senegal,"Ellis, Miller and Pena",23832626.08,10,2023-03-23,24,High
52812886,Morocco,Vega-Torres,42958840.18,1,2021-05-03,12,High
0cc5c00b,Kenya,Burke Group,15881312.65,2,2023-03-13,36,High
35194da5,Rwanda,"Richard, Braun and Willis",8254470.41,1,2024-09-21,3,High
a3b02fdd,South Africa,Morgan and Sons,36405011.49,10,2021-12-05,3,High
a59c16dc,Egypt,Orr-French,1732184.08,2,2020-06-22,3,Low
b4d3d82f,Tanzania,"Miller, Franklin and Powell",20411109.2,10,2023-10-20,12,High
b0841d57,Egypt,Hayes and Sons,19230421.7,1,2022-09-24,24,High
f6d4e725,Nigeria,Hanson PLC,2742386.58,10,2023-12-16,36,Low
ac8bb37d,Uganda,Simmons-Lewis,34954291.44,5,2021-11-20,3,High
b1095ee2,South Africa,Jones-Torres,2057059.28,1,2021-06-16,3,High
c342d136,Ghana,Miller PLC,14734126.58,10,2024-11-12,6,High
7b1fb3e5,Nigeria,Zimmerman Inc,46773997.51,3,2022-11-07,12,High
860e2cd0,Morocco,Rodriguez PLC,28965510.31,2,2024-07-30,3,High
eab59d8f,Uganda,Walker Group,48602015.36,1,2023-02-10,3,High
05873867,Tanzania,Hale Group,47297287.12,5,2023-09-10,6,High
fdcdc2e6,Egypt,"Dyer, Howe and Garner",21421549.43,2,2025-01-31,3,High
b47ba47b,Senegal,"Steele, Shepard and Love",19991753.1,10,2021-01-05,12,High
c57687f2,Egypt,Mitchell-Reyes,48908940.64,10,2021-12-24,12,High
687d6d3e,Tanzania,Cannon Ltd,2016097.89,2,2021-10-01,6,Low
d1c0d348,Zambia,"Rogers, Gillespie and Fox",6942557.43,10,2023-03-26,3,Medium
069d3abb,Tanzania,"Murray, Cook and Grimes",34985931.05,2,2024-09-06,36,High
bf5803e9,Ghana,Day Ltd,6176420.28,2,2021-08-28,6,Low
db0c129c,Nigeria,Conley Inc,14372436.14,10,2022-12-24,24,High
2c1c9a0a,Nigeria,Davis-Johnson,39580936.28,5,2024-05-09,24,High
cb41182c,South Africa,"Bridges, Coleman and Torres",46774916.87,1,2025-03-07,36,High
8696e4b4,Kenya,Clark-Porter,9596525.22,3,2022-08-06,6,Low
706b9c57,Tanzania,Reynolds Inc,40268445.05,1,2023-08-27,36,High
157d03f8,Ethiopia,Briggs-Moore,30318860.74,10,2020-04-24,6,High
4a1f10e6,South Africa,Blair Group,16184509.67,2,2022-05-25,24,High
dfe4b5c3,Ghana,Burnett-Gregory,6001123.38,2,2022-08-10,3,Medium
931b4a5c,Nigeria,"Miller, Riley and Blair",42771691.69,1,2021-08-06,3,High
992e0d5f,Morocco,Mack Inc,1674096.28,10,2025-01-31,6,Low
8cf40d07,Uganda,"Sims, Smith and Martinez",14629178.16,2,2024-05-02,6,High
69465ef2,Nigeria,Leonard-Harmon,1058864.21,10,2023-11-10,6,Low
3fdbdfa6,Kenya,Hansen and Sons,12577515.15,1,2024-03-30,6,High
f5f8fdb5,Zambia,Owens-Willis,45624719.41,10,2021-07-10,36,High
086d298b,Ghana,Sanchez-Byrd,14977262.58,10,2020-12-06,12,High
09b09f22,Kenya,Castillo-Harvey,37207087.86,2,2024-11-19,24,High
1c15b9d0,Ethiopia,Brown-Pena,39379063.67,2,2020-05-02,24,High
badc8e64,Uganda,Beck-Dickerson,36859536.18,10,2024-06-13,36,High
430f6a5b,Ethiopia,Wilson PLC,47228266.87,3,2021-09-21,3,High
55f3fb5c,Rwanda,Cooley-Mccullough,863075.82,1,2023-06-05,12,High
71733a16,Ethiopia,Johnson-Barnes,8912856.8,1,2021-10-14,24,High
e6125b22,Nigeria,Garcia-Maldonado,32026639.64,1,2023-11-17,3,High
d63c05d6,Uganda,Perry Group,12931543.04,1,2022-11-21,12,High
9bde8277,Rwanda,Miller LLC,35200359.09,10,2020-05-23,6,High
3a437b1d,Zambia,Armstrong-Gray,17765387.81,5,2022-09-27,12,High
c2e7ab10,Rwanda,"Walker, Henderson and Graves",45895041.16,5,2022-05-16,24,High
58e89b25,Ethiopia,"Hammond, Mckinney and Ponce",4593463.65,5,2024-12-23,3,Low
76b2de13,Zambia,Johnson Inc,11449882.11,2,2022-08-11,3,High
9a751494,South Africa,"Freeman, Ross and Soto",5996667.31,2,2021-02-19,12,Low
12e95fcf,South Africa,"Coleman, Griffin and Perry",8212339.22,2,2022-01-20,6,Low
f7cc992c,Egypt,Hodges-Harris,10273462.96,10,2023-09-29,24,High
cf6785c2,Rwanda,"Hunter, Murillo and Maldonado",10841796.86,5,2021-09-11,36,High
60a2d15a,Uganda,Norris-Gilbert,28330096.56,10,2021-03-11,6,High
371a79fd,Uganda,Kim and Sons,18331679.59,2,2022-11-22,12,High
7e49646c,Ethiopia,Vasquez Ltd,13160697.18,2,2022-07-09,36,High
025d8fad,Tanzania,"Mcmillan, Huang and Brewer",24702325.43,3,2023-12-23,12,High
5d163081,Morocco,Castillo-Brown,14662868.09,3,2023-10-15,24,High
c57b1472,Ghana,"Morris, Durham and Smith",26394130.75,1,2023-12-05,6,High
e1ce5b70,Nigeria,Walters-Wilson,23954721.67,2,2022-10-04,3,High
3506801b,Ethiopia,Beasley-Norman,1830011.69,1,2023-07-19,24,High
34d46855,Egypt,Holmes PLC,43453428.17,2,2022-10-25,6,High
8a8eeb15,Ethiopia,"Lee, Williams and Haynes",43908324.84,5,2021-04-12,6,High
25594607,Kenya,"Hansen, Garza and Phillips",43424796.72,5,2020-05-01,3,High
ea7a202c,Kenya,Martin-Lawrence,49661858.59,10,2023-03-26,6,High
11f8f0c3,South Africa,Miller Ltd,8346774.9,10,2023-07-19,6,Low
78e15ed8,Ghana,Mora Inc,1918736.02,5,2025-02-10,12,Low
7dfb6274,Senegal,Scott-Knight,49264889.06,10,2020-06-28,12,High
24ed1b4e,Uganda,"Payne, Martin and Lopez",45123278.49,3,2022-03-20,36,High
e7370ac8,Zambia,Anderson PLC,23784122.64,2,2020-09-20,3,High
e7291acb,Ethiopia,Armstrong-Cummings,13828710.84,5,2022-08-13,3,High
7655a017,Kenya,Salazar-Ortega,49893127.88,1,2021-04-04,36,High
6dbdf3f9,Zambia,Cardenas Inc,29767970.56,10,2021-12-18,36,High
ff814f0d,South Africa,Morrison-Hodges,11398975.29,5,2024-04-22,12,High
0c7bf910,Uganda,"Davis, Weaver and Massey",19757949.55,1,2021-03-12,36,High
72ad74ec,Morocco,"Ali, Burns and Stevens",15491281.82,5,2023-04-10,3,High
5318b390,Senegal,Turner LLC,28218872.27,1,2024-09-03,6,High
aad55a2d,Uganda,Russell LLC,19840339.28,2,2023-10-04,36,High
b918e9c5,Ethiopia,Simmons-Velez,38785225.14,1,2021-11-27,36,High
048a008b,Ghana,Rivera-Fischer,16832660.12,1,2025-02-16,3,High
ee53aece,Zambia,Hicks-Ruiz,33807325.58,3,2021-05-13,3,High
05588f13,Tanzania,Owens Inc,5792638.43,5,2023-09-30,6,Low
a8622396,Ghana,"Thompson, Brown and Owens",26651627.59,5,2023-02-08,24,High
8d8ca385,Ethiopia,"Pope, Gonzalez and Franklin",40803767.88,2,2020-08-12,24,High
8d509e66,Rwanda,Adams-Butler,13377177.94,5,2020-09-16,24,High
99006484,South Africa,Soto-Ross,7930267.46,5,2023-04-08,24,Low
a5e941ff,Senegal,Beasley LLC,1123316.32,10,2024-08-19,3,Low
be74ee92,Ethiopia,"Lozano, Thomas and Lopez",32055785.81,3,2020-08-14,36,High
8ccf829e,Rwanda,Hall-Gross,45010922.28,10,2023-11-12,36,High
5ae1cac7,Nigeria,Taylor-Vincent,25434332.6,5,2024-04-21,36,High
53041d57,Kenya,"Scott, Garza and Miles",32383473.42,10,2024-05-12,6,High
dc6b8202,Zambia,Castro and Sons,39037287.87,2,2021-11-01,3,High
92daf889,Kenya,Fuentes-Ochoa,21104909.58,1,2022-12-04,12,High
0eedfe5f,Uganda,Avery Ltd,40374400.39,2,2023-01-26,6,High
527920a4,Egypt,Gonzalez-Barnes,13310475.0,5,2020-09-10,12,High
2146cb40,Ethiopia,"Chapman, Soto and Rogers",25547116.92,10,2024-08-03,6,High
761da1da,South Africa,King Ltd,22378083.52,5,2025-01-05,24,High
3838a5f1,Kenya,Thomas-Lowe,1812579.82,10,2020-09-06,36,Low
e8bd8819,Uganda,"Guzman, Knight and Howell",5586073.35,3,2021-10-18,6,Low
c04bcdb6,Senegal,Wright Ltd,667719.68,3,2024-08-04,36,Low
62981317,Ethiopia,Hopkins-Osborn,19211840.7,5,2023-05-31,24,High
a6af898f,Zambia,Bradley and Sons,28085136.1,5,2020-10-25,6,High
32721fa3,Egypt,Gray LLC,36202923.32,5,2024-02-12,6,High
b08e6bcb,Uganda,Fischer-Perkins,25103261.1,3,2020-07-18,36,High
47eae3d9,Ethiopia,Mitchell Ltd,4788126.91,1,2022-07-25,3,High
68b973d4,Egypt,Vincent and Sons,27692345.96,3,2021-10-02,12,High
71c72031,Kenya,"Hughes, Watson and Mack",26336401.78,5,2025-01-02,36,High
929459d6,Ethiopia,"George, Murphy and Johnson",27974010.65,1,2022-01-31,3,High
1e9ae125,South Africa,York-Smith,3474784.23,5,2024-08-05,6,Low
dccc8411,Rwanda,Miller LLC,28642226.2,3,2020-05-31,3,High
06ac212a,Ghana,Marquez PLC,6151926.81,1,2022-04-25,36,High
df4f96a4,South Africa,"Patton, Sanchez and Johnson",42158767.11,2,2022-11-29,6,High
e0ac0eda,Senegal,Copeland-Molina,34311402.41,3,2022-08-04,24,High
e0c3cdcc,Senegal,Burton Ltd,41214085.51,1,2024-08-12,3,High
9fcffdee,Zambia,Hill-Powell,44701710.63,3,2021-05-22,12,High
8076ded9,Egypt,Wallace-Wall,2888406.93,2,2022-05-07,12,Low
8078ba43,South Africa,"White, Morris and Gibson",20815022.64,5,2023-12-30,36,High
e2022f45,South Africa,"Hernandez, Mcneil and Nguyen",2768645.57,5,2024-09-24,12,Low
54418904,Zambia,"Larsen, Perez and Christian",13611274.54,3,2022-08-09,6,High
b146896e,Egypt,Watson and Sons,36318429.74,5,2024-05-01,24,High
0d8a5a77,Ethiopia,Weaver-Patel,23372552.47,3,2023-01-30,36,High
ea50b028,Rwanda,"Johnson, Flynn and Pineda",43624674.18,10,2020-05-12,24,High
610666b1,Egypt,Carter-Brewer,33592381.15,3,2021-09-03,12,High
f868df97,Ethiopia,Webb LLC,27820282.39,3,2021-11-06,36,High
68b58a06,Zambia,Evans-Lewis,33151367.09,2,2023-11-15,12,High
4362aa97,Uganda,Rice-Hunt,31340161.81,3,2020-11-01,6,High
051f1f0d,Tanzania,Warren-Hendricks,22977323.15,10,2021-12-13,3,High
dd5e2b06,Rwanda,"Garcia, James and Mcfarland",12255155.91,3,2023-06-01,6,High
9caddb4a,Rwanda,"Crawford, Anderson and Guzman",18774858.35,1,2023-04-14,36,High
9e838bb7,Uganda,"Johnston, Morrison and Black",29108083.22,2,2023-02-06,6,High
49beebef,Senegal,Farmer-Martinez,21232027.44,10,2020-05-02,36,High
7dce1c60,Ghana,Gray Ltd,14209645.69,2,2024-03-28,24,High
22611a1e,Tanzania,"Diaz, Giles and Montgomery",26482233.44,2,2023-09-23,36,High
e7b589db,Morocco,Acosta-Stout,13836223.44,10,2022-03-11,24,High
3bbb43ba,Uganda,Walker-Cunningham,49094191.46,5,2024-11-10,6,High
2a2b421c,South Africa,"French, Lopez and Fitzpatrick",2895402.91,10,2021-06-30,12,Low
f85219f0,South Africa,Jarvis-Berry,6173645.98,2,2024-07-09,6,Low
f3047d32,Morocco,White-Duncan,6330653.09,10,2020-03-24,36,Low
fe63f290,South Africa,Shields-Gay,9762314.88,2,2023-05-26,6,Low
826c89f1,Egypt,Haynes and Sons,30298834.58,2,2021-03-06,3,High
a0d1b077,Ghana,Archer Inc,2730670.75,3,2022-04-30,6,Low
d18d1be1,South Africa,"Huffman, Castro and Castro",18875370.05,1,2022-03-29,12,High
c9a52f8e,Kenya,Simmons-Brown,43187231.77,5,2024-03-30,6,High
ea680422,Nigeria,Roberts-Carlson,45921785.05,2,2020-07-22,3,High
c8dea75a,Uganda,"White, Knight and Ellis",21185828.27,10,2023-11-06,24,High
d635dc2e,Tanzania,Thompson-Haynes,35890561.75,1,2020-07-03,24,High
5d54465f,Senegal,"Johnson, Beck and Carrillo",20494780.03,10,2020-08-16,12,High
0cb8dd89,Senegal,"Lynn, White and Montoya",43422645.93,2,2023-12-26,36,High
93478a0b,Senegal,Ewing-Gilmore,29928191.75,10,2024-03-31,24,High
be274bee,Nigeria,Robinson LLC,32872443.21,5,2022-11-02,24,High
71fa2e89,Egypt,"Kennedy, Taylor and Garner",12688290.74,5,2022-01-05,3,High
fdefecce,Rwanda,Miller-Anderson,3459514.27,5,2023-07-03,36,Low
934587f2,Egypt,"Smith, Brown and Patton",12558526.52,1,2022-11-12,36,High
1e86630c,Zambia,Escobar LLC,16109527.92,2,2022-10-10,12,High
29d8cf03,Zambia,Williams Inc,31490534.4,2,2022-11-15,3,High
ae796a41,Egypt,"Dunlap, Williams and Simon",44791655.4,1,2024-04-07,36,High
7395950b,Rwanda,Kane-Smith,12561037.06,2,2020-04-05,6,High
036d74a6,Morocco,"Levy, Beard and Woods",14872809.01,3,2024-01-25,3,High
051fd101,Rwanda,Mcmillan-Walker,49306441.51,5,2022-02-26,12,High
f21485a5,Kenya,Hendricks Group,9426163.69,5,2021-07-31,6,Low
452769fb,Uganda,Harris-Fisher,11728482.92,5,2021-01-19,12,High
20a518fb,Kenya,"Hicks, Campbell and Atkinson",30328048.82,5,2024-09-15,36,High
71e71966,Senegal,Hammond and Sons,7900937.3,3,2024-10-18,6,Low
ba810777,Senegal,Figueroa Ltd,12735880.47,3,2021-05-07,6,High
670888fb,Egypt,"Jacobs, Simpson and Montoya",4669575.74,5,2024-05-15,12,Low
6121ffce,Zambia,Jackson Inc,4516445.99,5,2022-01-05,6,Low
346e2c9c,Egypt,Cooper Ltd,46428952.26,10,2023-06-19,3,High
cd6d475a,Ethiopia,Porter and Sons,37102126.46,1,2022-11-23,6,High
9da7b4d1,Nigeria,Taylor-Beard,37074130.81,10,2022-12-16,12,High
bfa5a433,Uganda,Anderson Ltd,31171134.85,5,2021-08-20,12,High
c5c4c27d,Nigeria,Schultz Group,49248134.41,3,2024-01-13,3,High
10500769,Uganda,"Conley, Leon and Hunt",5319509.98,2,2021-11-21,6,Low
08ab3350,Morocco,"Mahoney, Robinson and Nunez",1231547.21,2,2021-08-14,3,Low
a84908a3,Tanzania,Noble Inc,35855272.68,2,2023-04-20,36,High
5b963d36,Kenya,Farmer-Wright,2821218.15,1,2022-07-26,24,High
b8ac8a46,Uganda,Avila-Lane,45725245.3,10,2021-04-27,6,High
e0e7dbea,Ghana,Mahoney Inc,29025468.01,3,2022-01-13,6,High
a03a45bc,Senegal,"Allen, Dunlap and Jordan",26153598.97,10,2023-06-25,12,High
5bf8c8c8,Zambia,"Gross, Faulkner and Jones",31008956.93,3,2021-10-14,24,High
b59515b8,Ghana,Moore-Camacho,29443691.9,1,2022-12-28,3,High
77d4dab7,Senegal,Cook-Watson,1552650.15,10,2020-05-26,24,Low
cf96f89b,Zambia,Young Ltd,3560259.88,2,2021-02-07,6,Low
fa48c1f7,Egypt,Webb-Johnston,45608939.05,5,2023-12-20,24,High
a3b6ce69,Kenya,"Benson, Morris and Martinez",46847267.86,5,2023-12-15,36,High
93fbf579,Ghana,Patrick Group,17361246.91,3,2023-08-20,6,High
f851013b,Morocco,"Smith, Smith and Peters",14912837.84,10,2021-05-24,12,High
879a01f9,Uganda,Sawyer and Sons,39983380.13,2,2020-12-04,3,High
dd097559,Zambia,"Gonzalez, Bruce and Allen",36796659.69,2,2022-04-19,6,High
3b4a4b33,South Africa,Suarez-Henry,44063524.42,1,2021-03-15,24,High
175e60cf,Tanzania,Thomas Group,9226177.91,1,2021-04-05,6,High
068849cd,Zambia,"Miller, Thompson and Bond",46234385.89,5,2021-06-03,6,High
6215bc4f,Ethiopia,"Hernandez, Nolan and Allen",43561053.01,10,2022-03-02,36,High
b2239341,Rwanda,"Ross, Alexander and Phillips",4417169.67,1,2022-05-01,36,High
8a859e70,Tanzania,Hensley-Hopkins,13954925.38,10,2023-02-20,6,High
614d6476,South Africa,Sanford-Gardner,47449531.57,1,2024-05-18,12,High
75deb382,South Africa,Cortez-Robinson,27375286.3,10,2025-02-26,6,High
a4babbe2,Nigeria,Smith-Trujillo,43546967.76,2,2023-01-25,6,High
184038b5,Morocco,Sellers LLC,604928.18,3,2021-12-07,36,Low
24dd9d36,Senegal,Eaton Ltd,25063011.28,3,2024-07-09,6,High
f5b823b5,Zambia,Miller-Lara,27722246.03,1,2022-10-09,24,High
c371a219,Kenya,Robinson Inc,24142888.2,3,2024-09-06,3,High
f69cb617,Ghana,"Cortez, Salazar and Mejia",897844.41,10,2021-09-29,36,Low
c1f9c18c,Tanzania,Webster PLC,22860262.62,10,2021-09-07,3,High
83d55a56,Kenya,"Martinez, Dickerson and Campbell",18757472.37,2,2024-04-15,24,High
2734b6d6,Ghana,Baker PLC,31546886.79,5,2021-05-18,24,High
d0b22b6a,Uganda,"Holder, Glass and Hunter",19505700.09,10,2024-07-21,6,High
196894ba,Ethiopia,Carter-Yates,18244196.55,10,2023-07-23,24,High
7df55dc5,Ethiopia,Myers PLC,1775371.5,10,2024-05-20,6,Low
a6af6fb7,Ethiopia,Hayes LLC,35845278.89,5,2021-09-02,3,High
0a42f0c9,Ghana,Pham-Jackson,43796657.52,2,2021-01-06,3,High
37d86ed0,Morocco,Lewis and Sons,29493938.75,1,2025-03-11,24,High
ead1f9ff,Zambia,Brady-Shepherd,48212119.28,10,2023-07-20,12,High
e9f32019,Egypt,Olson PLC,32074366.48,10,2024-08-19,6,High
d96783d6,South Africa,Marshall Group,13087599.42,2,2020-12-07,3,High
4c11259d,Zambia,Smith-Guerrero,4148448.4,10,2020-04-02,3,Low
df40c96f,Zambia,"Hayes, Carlson and Garza",25300302.17,10,2020-11-05,12,High
4ff333f0,Kenya,"Green, Bennett and Holt",11357200.02,5,2025-01-28,12,High
e6402d19,Kenya,"Michael, Collins and Li",25888504.25,3,2023-03-02,3,High
97b2624e,South Africa,Cortez Ltd,19996409.73,3,2020-08-31,12,High
4ccaf707,Nigeria,Miller Inc,22528973.82,3,2022-07-28,3,High
654f04b4,Zambia,"Lee, Lewis and Sullivan",15162993.66,3,2023-08-09,24,High
e5b61b7f,Zambia,Clark-Pierce,8698434.71,2,2023-04-23,12,Low
a5991f8e,South Africa,Ellison-Fuentes,14056871.12,2,2025-01-16,36,High
58bd4b6a,Uganda,"Melendez, Clark and Hobbs",19333065.24,5,2024-01-05,6,High
dc244a42,Kenya,"Wagner, Terry and Atkinson",27436225.46,2,2021-01-27,36,High
eddbd10b,Uganda,Faulkner PLC,43860458.14,2,2022-05-29,3,High
a4534df8,Uganda,Lane-Gilbert,7597633.85,5,2024-07-29,12,Low
7dec3c06,Nigeria,Sherman PLC,5542079.06,3,2023-09-11,24,Low
0dcdd802,Nigeria,Good Inc,31596088.2,3,2024-06-01,3,High
b40f47cd,Zambia,Smith-Mcguire,38973719.95,5,2021-09-14,24,High
bc9622c1,Morocco,"Carter, Gray and Morse",20099915.71,1,2022-07-08,36,High
3807df47,Egypt,Collins PLC,3803345.72,5,2021-08-07,3,Low
5cdc53a7,Ethiopia,Peck-Smith,96022.95,1,2022-12-05,36,High
4ee1eae7,Kenya,Smith-Peters,42574719.4,2,2022-07-28,3,High
c3e6985e,Ethiopia,"Turner, Weiss and Rodriguez",11797167.36,1,2022-07-26,12,High
4be242c5,Ethiopia,Dean LLC,23748963.78,1,2024-05-03,24,High
